customer_code,first_name,last_name,id_number,date_of_birth,gender,email,phone_number,province,city,postal_code,income_bracket,employment_status,credit_score,primary_bank,primary_branch
CUS27541,Adam,Vance,8803121185,1996-12-25,M,adam.vance@yahoo.com,+270769344025,Western Cape,Johannesburg,8908,500K-1M,Self-employed,801,Standard Bank,Century City
CUS98936,Joanne,Cross,7311289080,1983-07-21,F,joanne.cross@yahoo.com,+270713370823,Mpumalanga,Mbombela,5953,0-100K,Retired,507,Discovery Bank,Ballito
CUS82395,Jessica,Parks,6611030183,1959-12-27,M,jessica.parks@outlook.com,+270732403551,Gauteng,East London,6443,250K-500K,Retired,384,Nedbank,V&A Waterfront
CUS54582,Michael,Bird,7306123181,1977-12-18,M,michael.bird@outlook.com,+270621804894,Free State,Polokwane,2389,250K-500K,Self-employed,591,TymeBank,Digital
CUS72154,Matthew,Bray,8711242081,1984-06-10,F,matthew.bray@outlook.com,+270661023578,Free State,East London,4096,1M+,Employed,794,ABSA,Durban Central
CUS43375,Joshua,Simon,7812076187,1953-11-23,M,joshua.simon@gmail.com,+270670400831,North West,Kimberley,6666,100K-250K,Retired,804,ABSA,Pretoria Central
CUS95725,Donna,Foster,6602176084,1975-09-06,M,donna.foster@gmail.com,+270672580983,Western Cape,Cape Town,9394,250K-500K,Self-employed,450,FNB,Gateway
CUS82485,Brandy,Olson,6701137186,1985-12-17,F,brandy.olson@yahoo.com,+270789315248,North West,Bloemfontein,7783,500K-1M,Student,730,FNB,Tyger Valley
CUS33772,Nicholas,Medina,9209188181,1970-03-22,F,nicholas.medina@outlook.com,+270676151153,Northern Cape,Durban,5017,100K-250K,Retired,407,TymeBank,Digital
CUS47093,Nathan,Reese,6205105088,1970-07-10,M,nathan.reese@gmail.com,+270716005958,KwaZulu-Natal,Polokwane,1310,500K-1M,Retired,434,TymeBank,Digital
CUS12790,Victoria,Stuart,7101149084,1995-09-30,M,victoria.stuart@gmail.com,+270676888893,Eastern Cape,Cape Town,3952,250K-500K,Student,359,Capitec,Centurion
CUS13000,Amy,Lowe,8211137180,1957-09-30,F,amy.lowe@gmail.com,+270718605027,North West,Pretoria,2468,0-100K,Self-employed,515,TymeBank,Digital
CUS12808,Nathaniel,Graham,7405048080,1968-02-23,M,nathaniel.graham@yahoo.com,+270746841905,Limpopo,Johannesburg,8409,500K-1M,Student,555,Discovery Bank,Ballito
CUS91086,Robin,Lynch,9701213084,1952-12-06,M,robin.lynch@gmail.com,+270849138096,KwaZulu-Natal,Kimberley,8068,0-100K,Self-employed,822,ABSA,Cape Town CBD
CUS29291,Russell,Marquez,6204088180,1961-03-09,M,russell.marquez@yahoo.com,+270818771114,North West,East London,1129,1M+,Self-employed,810,ABSA,Cape Town CBD
CUS55247,Jill,Cummings,8301079085,1984-11-07,F,jill.cummings@outlook.com,+270834267895,Gauteng,Kimberley,3459,250K-500K,Student,588,Nedbank,Hatfield
CUS53916,Cameron,Lyons,9605216088,2004-12-28,M,cameron.lyons@outlook.com,+270655423149,Limpopo,Pretoria,3465,100K-250K,Self-employed,707,ABSA,Cape Town CBD
CUS70104,Martin,Myers,9601083086,1957-02-17,M,martin.myers@gmail.com,+270671403009,Free State,Durban,4089,0-100K,Student,546,FNB,Fourways
CUS83237,Annette,Davis,9902033187,1971-07-15,M,annette.davis@gmail.com,+270782934770,Gauteng,Mbombela,4762,250K-500K,Student,476,TymeBank,Digital
CUS48706,Melinda,Garner,7508131089,1964-10-04,M,melinda.garner@gmail.com,+270664419848,North West,East London,6329,1M+,Student,599,FNB,Tyger Valley
CUS46064,Aaron,Snyder,8703220088,1943-03-16,F,aaron.snyder@yahoo.com,+270635474949,Western Cape,Cape Town,1412,500K-1M,Retired,531,Capitec,Centurion
CUS44699,Hannah,Dean,9202205182,1948-05-10,F,hannah.dean@outlook.com,+270797298626,Northern Cape,Gqeberha,8688,250K-500K,Student,485,TymeBank,Digital
CUS92418,Renee,Vega,8107118087,1980-02-24,M,renee.vega@outlook.com,+270828091788,Mpumalanga,Pretoria,3593,100K-250K,Student,691,Capitec,Centurion
CUS56832,Maureen,Benitez,8905124186,1989-01-14,M,maureen.benitez@yahoo.com,+270719183383,Eastern Cape,Mbombela,9452,250K-500K,Student,740,ABSA,Sandton
CUS66510,Michelle,Olson,9111274083,1962-04-16,F,michelle.olson@yahoo.com,+270749176465,Western Cape,Kimberley,7555,1M+,Retired,781,TymeBank,Digital
CUS29368,Katie,Anderson,8011042089,2001-07-22,M,katie.anderson@gmail.com,+270765287141,Western Cape,Johannesburg,7300,250K-500K,Self-employed,691,TymeBank,Digital
CUS98284,Sherry,Jackson,8506020080,1945-04-18,M,sherry.jackson@yahoo.com,+270647955836,Free State,Polokwane,7144,500K-1M,Employed,706,TymeBank,Digital
CUS29036,Karen,Russo,9708263187,2004-09-01,F,karen.russo@outlook.com,+270652174500,Mpumalanga,Johannesburg,9569,1M+,Student,633,Capitec,Midrand
CUS37377,David,Porter,8410101184,1939-05-07,M,david.porter@gmail.com,+270716123266,KwaZulu-Natal,Kimberley,2192,500K-1M,Student,818,Capitec,Claremont
CUS89425,Gary,Sanchez,8005178089,1961-09-15,F,gary.sanchez@yahoo.com,+270734318670,Eastern Cape,Johannesburg,1965,250K-500K,Retired,349,FNB,Gateway
CUS48735,Daniel,Hall,8309051084,1977-07-11,M,daniel.hall@yahoo.com,+270724348967,Eastern Cape,Bloemfontein,8395,250K-500K,Self-employed,345,Nedbank,Hatfield
CUS60313,Abigail,Conner,9206195080,1952-05-27,F,abigail.conner@outlook.com,+270713266139,KwaZulu-Natal,Pretoria,4060,500K-1M,Student,807,Standard Bank,Umhlanga
CUS59948,Kristen,Ortega,8805185189,1963-01-22,F,kristen.ortega@yahoo.com,+270810991859,North West,Gqeberha,8871,100K-250K,Employed,626,Standard Bank,Century City
CUS59177,Elizabeth,Baker,9303118180,1993-01-06,M,elizabeth.baker@yahoo.com,+270611520159,Western Cape,East London,2442,250K-500K,Employed,480,Discovery Bank,Ballito
CUS76767,Vanessa,Wright,9505266080,1966-12-17,F,vanessa.wright@gmail.com,+270819244984,Northern Cape,East London,4679,500K-1M,Employed,487,Capitec,Centurion
CUS52539,Laura,Neal,9706260085,1965-06-06,M,laura.neal@outlook.com,+270822103819,Gauteng,Durban,4033,100K-250K,Student,447,ABSA,Cape Town CBD
CUS48337,George,Harris,8907170184,1995-12-08,M,george.harris@outlook.com,+270686694904,Eastern Cape,Mbombela,1433,500K-1M,Retired,458,Capitec,Claremont
CUS24453,Stephen,Ramirez,6811201183,2006-08-01,M,stephen.ramirez@gmail.com,+270658635121,North West,Durban,6112,100K-250K,Self-employed,561,Discovery Bank,Sandton
CUS51677,Tracy,Miller,7109071184,1995-12-21,F,tracy.miller@gmail.com,+270831229519,Northern Cape,Polokwane,6005,500K-1M,Retired,436,Nedbank,Rivonia
CUS34782,Rebecca,Wilson,9110154187,1947-07-03,F,rebecca.wilson@gmail.com,+270679234987,Northern Cape,Durban,3361,250K-500K,Employed,347,Capitec,Pinetown
CUS94714,Jaime,Lee,6306076085,1979-07-04,F,jaime.lee@yahoo.com,+270683771709,Eastern Cape,Polokwane,8006,1M+,Self-employed,633,FNB,Fourways
CUS55815,Ian,Archer,7007068088,1950-02-14,M,ian.archer@outlook.com,+270840490772,Limpopo,Cape Town,4036,500K-1M,Student,375,Capitec,Centurion
CUS59118,Kristen,Walker,8604050180,1975-02-22,F,kristen.walker@outlook.com,+270609562503,Free State,Kimberley,8311,500K-1M,Retired,656,ABSA,Durban Central
CUS28361,Gabriel,Green,6603087186,1989-09-23,F,gabriel.green@yahoo.com,+270678779496,Mpumalanga,Mbombela,3767,250K-500K,Employed,688,Capitec,Claremont
CUS37752,Phillip,Rodriguez,7008018082,1991-12-09,F,phillip.rodriguez@yahoo.com,+270823054490,Gauteng,Cape Town,8280,0-100K,Employed,752,Discovery Bank,Sandton
CUS23495,Paul,Farmer,8008267184,1950-06-01,F,paul.farmer@gmail.com,+270710427796,KwaZulu-Natal,Cape Town,7693,500K-1M,Student,359,ABSA,Cape Town CBD
CUS39696,Christine,Sanchez,6002232087,1965-01-30,M,christine.sanchez@gmail.com,+270732514868,Northern Cape,Pretoria,6834,250K-500K,Employed,649,Standard Bank,Umhlanga
CUS94511,Sylvia,Griffin,9603222083,1977-04-18,F,sylvia.griffin@yahoo.com,+270788415101,Western Cape,Polokwane,8893,1M+,Self-employed,632,Capitec,Midrand
CUS96862,Charles,Johnson,8102259085,1948-01-16,F,charles.johnson@outlook.com,+270766890742,Northern Cape,East London,8732,1M+,Retired,417,Standard Bank,Rosebank
CUS56873,Makayla,Sanchez,7306075180,1957-03-12,M,makayla.sanchez@yahoo.com,+270839245489,KwaZulu-Natal,Durban,5411,500K-1M,Retired,786,TymeBank,Digital
CUS73313,Gregory,Burton,6608084184,1989-03-10,M,gregory.burton@gmail.com,+270848255222,North West,Kimberley,8612,500K-1M,Student,445,Capitec,Centurion
CUS23681,Deborah,Shepherd,6012240084,1941-01-21,M,deborah.shepherd@yahoo.com,+270736644487,Mpumalanga,Pretoria,5545,250K-500K,Retired,381,ABSA,Sandton
CUS84891,Michael,Nelson,8307049183,1953-03-07,F,michael.nelson@outlook.com,+270681671649,Gauteng,Kimberley,6706,0-100K,Self-employed,563,Nedbank,Rivonia
CUS90161,Anthony,York,8006029183,1994-07-21,F,anthony.york@gmail.com,+270650165987,North West,Johannesburg,4008,1M+,Retired,367,TymeBank,Digital
CUS60832,Bethany,Sanders,9006240181,1999-12-22,F,bethany.sanders@yahoo.com,+270677788999,KwaZulu-Natal,Kimberley,8618,100K-250K,Self-employed,581,Discovery Bank,Ballito
CUS29808,Leslie,Rivera,8108033087,1999-11-03,F,leslie.rivera@gmail.com,+270738133764,Gauteng,Mbombela,8764,0-100K,Student,705,Standard Bank,Umhlanga
CUS68373,Ray,Jones,6412210080,1938-12-12,M,ray.jones@gmail.com,+270795864129,Free State,Bloemfontein,4918,500K-1M,Self-employed,807,ABSA,Sandton
CUS88706,Stephanie,Mahoney,6101125085,1948-07-10,F,stephanie.mahoney@yahoo.com,+270765741660,North West,Bloemfontein,6272,500K-1M,Student,530,Discovery Bank,Sea Point
CUS98008,Scott,Taylor,7107024187,2005-06-05,F,scott.taylor@yahoo.com,+270834444692,KwaZulu-Natal,Kimberley,4905,500K-1M,Student,556,Discovery Bank,Sandton
CUS63301,John,Green,9704116082,1988-09-17,M,john.green@yahoo.com,+270738170635,Gauteng,Durban,8774,0-100K,Retired,809,TymeBank,Digital
CUS71495,Angela,Wiggins,9811055085,1984-08-03,M,angela.wiggins@outlook.com,+270780317739,Mpumalanga,Bloemfontein,6682,1M+,Self-employed,692,TymeBank,Digital
CUS25975,Joshua,Oconnor,9906175087,1980-11-03,M,joshua.oconnor@gmail.com,+270688798029,Mpumalanga,Pretoria,5712,1M+,Student,348,ABSA,Cape Town CBD
CUS73801,Norma,Stephens,8701091081,1971-01-04,M,norma.stephens@outlook.com,+270636176757,Eastern Cape,Johannesburg,3523,500K-1M,Employed,735,FNB,Gateway
CUS62506,Heather,Mullins,7410101187,2004-08-01,F,heather.mullins@yahoo.com,+270829665459,Mpumalanga,Mbombela,7962,500K-1M,Student,451,TymeBank,Digital
CUS17439,Erica,Byrd,7704053187,1977-09-01,F,erica.byrd@outlook.com,+270733228721,Free State,Polokwane,9133,250K-500K,Student,761,Standard Bank,Umhlanga
CUS89230,Christian,Thornton,8602101089,2006-11-01,M,christian.thornton@yahoo.com,+270628351509,Gauteng,Polokwane,4045,1M+,Retired,518,Discovery Bank,Sandton
CUS39692,Mackenzie,Jefferson,9801039185,1983-08-11,F,mackenzie.jefferson@gmail.com,+270725343687,Northern Cape,Durban,7241,500K-1M,Employed,500,Standard Bank,Century City
CUS32121,Anthony,Medina,8008037187,1973-05-25,M,anthony.medina@gmail.com,+270729440340,Eastern Cape,Polokwane,2520,250K-500K,Retired,802,Standard Bank,Rosebank
CUS86113,Brian,White,6803114184,1970-02-13,F,brian.white@gmail.com,+270795327454,Mpumalanga,Pretoria,4284,1M+,Retired,476,ABSA,Pretoria Central
CUS10321,Jennifer,Bruce,9007094088,1990-10-04,F,jennifer.bruce@gmail.com,+270633992093,Free State,Durban,3459,250K-500K,Employed,618,ABSA,Sandton
CUS80791,Regina,Murillo,7608179081,1988-05-12,M,regina.murillo@gmail.com,+270632795498,Western Cape,Johannesburg,4041,500K-1M,Employed,585,Discovery Bank,Ballito
CUS17603,Linda,Hudson,8009177081,1986-05-30,F,linda.hudson@gmail.com,+270687186766,Gauteng,Durban,6071,100K-250K,Student,485,ABSA,Pretoria Central
CUS18185,Anita,Smith,8205099185,1993-01-25,F,anita.smith@yahoo.com,+270783501986,Mpumalanga,Pretoria,3088,100K-250K,Employed,845,Standard Bank,Brooklyn
CUS13683,Kimberly,Rice,8201180188,2003-12-09,M,kimberly.rice@gmail.com,+270833443693,Free State,Gqeberha,6632,250K-500K,Student,541,TymeBank,Digital
CUS78790,Todd,Hardin,8808110089,1941-02-06,F,todd.hardin@gmail.com,+270620628338,Mpumalanga,Gqeberha,2710,1M+,Self-employed,355,Standard Bank,Rosebank
CUS79615,Michael,Hogan,7904040188,1994-02-03,M,michael.hogan@gmail.com,+270632487127,Gauteng,Durban,3027,250K-500K,Student,587,ABSA,Sandton
CUS67534,Caroline,Lane,9810286187,1950-06-24,F,caroline.lane@gmail.com,+270728318137,Gauteng,East London,7804,0-100K,Employed,597,Standard Bank,Century City
CUS47538,Kendra,Lewis,6307050185,1950-05-31,F,kendra.lewis@gmail.com,+270821248312,Gauteng,Kimberley,7976,250K-500K,Retired,304,Standard Bank,Century City
CUS30869,Kari,Hernandez,8712193088,2006-09-21,M,kari.hernandez@yahoo.com,+270822570891,Limpopo,Cape Town,8029,250K-500K,Self-employed,561,Standard Bank,Brooklyn
CUS16712,Christina,Sparks,8302071187,2003-08-09,M,christina.sparks@gmail.com,+270840099009,Mpumalanga,Durban,3262,0-100K,Self-employed,619,Capitec,Centurion
CUS81848,Anita,Nelson,7301047185,1952-02-20,F,anita.nelson@outlook.com,+270656830512,Eastern Cape,Pretoria,2291,1M+,Employed,725,Discovery Bank,Lynnwood
CUS53566,Daniel,Mcbride,9212283189,1974-12-05,M,daniel.mcbride@gmail.com,+270658990204,Free State,Cape Town,6473,500K-1M,Self-employed,636,Capitec,Pinetown
CUS76789,Matthew,Collins,7210208180,1974-03-09,M,matthew.collins@yahoo.com,+270836066845,Free State,Durban,8879,0-100K,Employed,353,FNB,Tyger Valley
CUS18733,Jennifer,Johnson,8103251182,1974-12-14,M,jennifer.johnson@gmail.com,+270659891078,Limpopo,Gqeberha,3721,500K-1M,Self-employed,741,Capitec,Midrand
CUS13972,Brooke,Kelly,7404029085,1952-08-28,F,brooke.kelly@yahoo.com,+270666340807,Eastern Cape,Cape Town,7092,100K-250K,Self-employed,686,Standard Bank,Century City
CUS70134,Patricia,Woods,6210178087,1968-05-01,F,patricia.woods@outlook.com,+270783505970,Northern Cape,Johannesburg,6428,500K-1M,Student,786,Discovery Bank,Ballito
CUS75888,Jason,Shah,6910145188,1983-06-13,F,jason.shah@yahoo.com,+270684168910,Northern Cape,Durban,3143,500K-1M,Self-employed,598,Discovery Bank,Lynnwood
CUS62863,Kimberly,Willis,6705220086,1950-11-14,M,kimberly.willis@outlook.com,+270631949794,Western Cape,Johannesburg,7377,0-100K,Student,793,Standard Bank,Century City
CUS71383,Jennifer,Gonzalez,6111243189,1958-07-08,F,jennifer.gonzalez@gmail.com,+270733114627,Western Cape,Durban,1723,500K-1M,Student,838,FNB,Fourways
CUS78583,Anthony,Russo,7201017186,1972-07-29,M,anthony.russo@gmail.com,+270844095790,Northern Cape,Durban,7985,0-100K,Self-employed,337,FNB,Fourways
CUS69418,Denise,Lyons,9708110084,1997-01-29,M,denise.lyons@yahoo.com,+270663045182,Free State,Cape Town,7353,250K-500K,Student,422,Capitec,Pinetown
CUS69694,Robert,Figueroa,7708156084,1966-03-26,M,robert.figueroa@gmail.com,+270619315358,North West,Pretoria,5479,0-100K,Student,338,TymeBank,Digital
CUS72129,Craig,Johnson,8703030180,1973-06-08,M,craig.johnson@yahoo.com,+270813829451,Eastern Cape,East London,3861,250K-500K,Self-employed,301,Standard Bank,Century City
CUS15475,Jonathan,Schmidt,8601212184,1980-07-06,F,jonathan.schmidt@gmail.com,+270743695828,Gauteng,Gqeberha,4724,1M+,Self-employed,339,TymeBank,Digital
CUS36755,Timothy,Fisher,8202276082,1939-12-11,M,timothy.fisher@yahoo.com,+270663047471,KwaZulu-Natal,Pretoria,7043,500K-1M,Student,471,Standard Bank,Century City
CUS17490,Alicia,Duncan,8508089081,1963-06-26,M,alicia.duncan@yahoo.com,+270829799918,Free State,Mbombela,5833,100K-250K,Employed,330,ABSA,Durban Central
CUS64579,Kenneth,Lee,6005254187,1939-10-03,M,kenneth.lee@yahoo.com,+270731372332,Free State,Johannesburg,7194,1M+,Student,604,FNB,Gateway
CUS35436,Steven,Fowler,7412227180,1940-03-26,F,steven.fowler@outlook.com,+270618850797,Free State,Mbombela,9658,100K-250K,Student,422,Discovery Bank,Sea Point
CUS61765,Robert,Dennis,6007062181,1956-03-24,F,robert.dennis@outlook.com,+270629748782,Mpumalanga,Johannesburg,2980,100K-250K,Student,494,Nedbank,V&A Waterfront
CUS91423,Mark,Mitchell,7504284085,1976-04-13,F,mark.mitchell@outlook.com,+270747543839,Limpopo,East London,9181,0-100K,Self-employed,743,Nedbank,Rivonia
CUS48075,Brandon,Mitchell,7003149081,2001-06-02,M,brandon.mitchell@gmail.com,+270600550529,Gauteng,East London,2365,1M+,Retired,792,Capitec,Midrand
CUS17874,Kimberly,Casey,9210261187,1993-10-07,M,kimberly.casey@gmail.com,+270819354123,Mpumalanga,Cape Town,2231,500K-1M,Employed,556,FNB,Menlyn
CUS40625,Nathan,Larson,6801023184,1994-08-09,F,nathan.larson@outlook.com,+270639105940,Eastern Cape,Johannesburg,3633,250K-500K,Student,348,Discovery Bank,Lynnwood
CUS95305,Linda,Briggs,7905137088,1985-02-24,M,linda.briggs@gmail.com,+270685817046,Gauteng,East London,1173,500K-1M,Student,470,Standard Bank,Rosebank
CUS18143,Heather,Tucker,6004021088,1944-08-07,F,heather.tucker@yahoo.com,+270605393362,Limpopo,Johannesburg,4192,500K-1M,Student,704,Discovery Bank,Lynnwood
CUS63188,Lisa,Murphy,6605013087,1988-01-01,F,lisa.murphy@outlook.com,+270710018001,Mpumalanga,Polokwane,9935,0-100K,Self-employed,678,TymeBank,Digital
CUS32226,Raymond,Brown,6905099083,1975-07-18,M,raymond.brown@yahoo.com,+270791877042,Eastern Cape,East London,6867,500K-1M,Self-employed,742,Discovery Bank,Sea Point
CUS63709,Phillip,Simpson,9104049087,1952-09-12,M,phillip.simpson@outlook.com,+270678498343,Free State,Bloemfontein,2076,100K-250K,Student,775,ABSA,Pretoria Central
CUS37508,Philip,King,6910013185,1975-04-05,F,philip.king@yahoo.com,+270650966829,Limpopo,Polokwane,3104,1M+,Retired,552,ABSA,Durban Central
CUS77326,James,Garcia,6307175186,1964-04-02,F,james.garcia@gmail.com,+270816082414,Limpopo,Polokwane,3579,250K-500K,Employed,336,Discovery Bank,Sandton
CUS20070,Jeanne,Morton,7609201189,1941-05-26,M,jeanne.morton@yahoo.com,+270729347482,Gauteng,Gqeberha,5778,100K-250K,Self-employed,496,FNB,Fourways
CUS13261,Carlos,Ford,7001254087,2006-05-13,F,carlos.ford@gmail.com,+270743137497,Limpopo,East London,3813,500K-1M,Retired,610,TymeBank,Digital
CUS82620,Isaac,Sherman,7509047083,1972-12-26,F,isaac.sherman@outlook.com,+270810847825,Western Cape,East London,5799,250K-500K,Student,810,FNB,Menlyn
CUS33605,Robert,Gilbert,8106022080,1986-11-12,M,robert.gilbert@gmail.com,+270642779675,Limpopo,Cape Town,5832,100K-250K,Self-employed,714,Nedbank,Musgrave
CUS54469,Courtney,Bailey,9210178187,1983-02-07,M,courtney.bailey@yahoo.com,+270734689781,Mpumalanga,Mbombela,3006,500K-1M,Self-employed,824,Capitec,Centurion
CUS13745,John,Nelson,8204036081,2003-12-08,M,john.nelson@gmail.com,+270836052731,Western Cape,Polokwane,4149,500K-1M,Retired,740,Nedbank,V&A Waterfront
CUS74947,Hannah,Potter,7602266087,1940-11-10,F,hannah.potter@gmail.com,+270826584559,KwaZulu-Natal,Polokwane,4581,100K-250K,Retired,375,ABSA,Sandton
CUS64749,Shelby,Ellis,7812104089,1969-04-13,F,shelby.ellis@outlook.com,+270672247565,Eastern Cape,East London,8750,250K-500K,Self-employed,685,TymeBank,Digital
CUS65351,Ashley,Castillo,9506218182,1949-06-14,M,ashley.castillo@gmail.com,+270723918635,Northern Cape,Cape Town,3965,250K-500K,Student,658,ABSA,Pretoria Central
CUS77721,Sarah,Thomas,9206149087,1996-11-11,M,sarah.thomas@outlook.com,+270762742196,Eastern Cape,East London,7492,250K-500K,Student,766,Standard Bank,Century City
CUS37724,Rachel,Parker,8011028188,1949-01-22,M,rachel.parker@outlook.com,+270796006430,Mpumalanga,Pretoria,5800,100K-250K,Student,709,Discovery Bank,Lynnwood
CUS74701,Gabriel,Mason,6808238185,1954-05-06,M,gabriel.mason@yahoo.com,+270641788032,Northern Cape,Pretoria,2564,1M+,Employed,300,ABSA,Sandton
CUS72166,Christopher,Peterson,8302124187,1947-10-07,M,christopher.peterson@gmail.com,+270815041707,Limpopo,Mbombela,8206,250K-500K,Retired,825,Discovery Bank,Ballito
CUS61698,Rodney,Myers,6110072089,1983-04-30,F,rodney.myers@yahoo.com,+270670663018,Western Cape,Pretoria,6103,500K-1M,Employed,374,ABSA,Durban Central
CUS56955,William,Davis,8510258083,1979-07-22,F,william.davis@gmail.com,+270766293004,Free State,East London,3006,250K-500K,Employed,740,Standard Bank,Century City
CUS98858,Heidi,Hanson,6607236183,1987-04-13,F,heidi.hanson@outlook.com,+270797685783,North West,Johannesburg,5219,100K-250K,Self-employed,802,FNB,Menlyn
CUS53789,Jonathan,Clay,9903172182,2006-01-30,F,jonathan.clay@yahoo.com,+270833956730,Mpumalanga,Cape Town,9121,0-100K,Employed,325,Standard Bank,Rosebank
CUS22841,Jasmine,Gentry,9708159181,1980-10-10,M,jasmine.gentry@outlook.com,+270636138602,Eastern Cape,Cape Town,2151,500K-1M,Self-employed,318,Standard Bank,Rosebank
CUS43991,Crystal,Gomez,7912119087,1950-10-06,M,crystal.gomez@outlook.com,+270825149581,Western Cape,Johannesburg,1711,250K-500K,Student,623,Discovery Bank,Ballito
CUS54632,Dawn,Diaz,9905022083,1976-01-24,M,dawn.diaz@gmail.com,+270676433384,Eastern Cape,Durban,8925,500K-1M,Student,794,TymeBank,Digital
CUS96539,Joanna,Peterson,7701187180,2000-10-21,F,joanna.peterson@yahoo.com,+270674378556,North West,Johannesburg,4973,250K-500K,Retired,748,Capitec,Pinetown
CUS83843,Paul,Molina,8112175083,1988-09-29,F,paul.molina@gmail.com,+270816223917,Eastern Cape,Cape Town,1746,500K-1M,Self-employed,626,Discovery Bank,Ballito
CUS74257,Heather,Simpson,8807023187,1996-07-16,M,heather.simpson@outlook.com,+270788309185,Western Cape,Kimberley,9008,250K-500K,Student,840,FNB,Tyger Valley
CUS51567,Fred,Calderon,7305059089,1973-03-26,M,fred.calderon@gmail.com,+270713239694,North West,Durban,8257,500K-1M,Retired,714,ABSA,Cape Town CBD
CUS67600,Joseph,Vega,9312052182,1964-07-16,M,joseph.vega@gmail.com,+270729885783,Gauteng,Durban,5930,1M+,Retired,839,ABSA,Pretoria Central
CUS19375,Sarah,Neal,8007256184,1959-12-26,M,sarah.neal@yahoo.com,+270799985162,Limpopo,Kimberley,7878,500K-1M,Student,449,Capitec,Centurion
CUS83881,Courtney,Henderson,6807211081,1967-03-17,M,courtney.henderson@yahoo.com,+270627428329,Free State,Cape Town,3362,1M+,Student,646,Standard Bank,Brooklyn
CUS75021,Ashley,Klein,6605021182,1952-04-23,F,ashley.klein@outlook.com,+270643010486,Limpopo,East London,7831,100K-250K,Retired,653,ABSA,Cape Town CBD
CUS36994,Thomas,Zimmerman,8308183089,2003-03-21,M,thomas.zimmerman@yahoo.com,+270845212802,Eastern Cape,East London,1086,1M+,Retired,633,TymeBank,Digital
CUS83099,Kelly,Hughes,6304012181,1948-06-23,M,kelly.hughes@outlook.com,+270733947081,Mpumalanga,Mbombela,1913,100K-250K,Self-employed,637,TymeBank,Digital
CUS92144,Tommy,Wright,6001232089,1960-12-18,F,tommy.wright@outlook.com,+270738532713,North West,Mbombela,4734,1M+,Self-employed,603,Capitec,Claremont
CUS66655,Jenna,Patton,7311018083,1976-07-10,F,jenna.patton@gmail.com,+270828253723,KwaZulu-Natal,Pretoria,2603,500K-1M,Retired,526,ABSA,Sandton
CUS43034,Mary,Peterson,8210120089,1963-12-19,M,mary.peterson@outlook.com,+270683876017,Northern Cape,Bloemfontein,1633,0-100K,Student,566,Capitec,Claremont
CUS81704,Haley,Dean,6808174187,1960-05-09,F,haley.dean@yahoo.com,+270731627294,Gauteng,Bloemfontein,3208,1M+,Employed,611,FNB,Gateway
CUS86689,Richard,Harris,6608169185,1971-11-14,M,richard.harris@outlook.com,+270711054751,Western Cape,East London,9840,250K-500K,Employed,616,Discovery Bank,Lynnwood
CUS77206,Andrew,Thompson,9409010184,1951-09-19,F,andrew.thompson@yahoo.com,+270644865008,Mpumalanga,Durban,5867,100K-250K,Self-employed,548,ABSA,Cape Town CBD
CUS82948,Allison,Sutton,6905058088,1995-03-29,M,allison.sutton@gmail.com,+270814429464,Limpopo,Polokwane,7426,100K-250K,Student,696,Standard Bank,Brooklyn
CUS41761,James,Miller,8307261087,1997-01-23,M,james.miller@yahoo.com,+270711720422,KwaZulu-Natal,Mbombela,5552,250K-500K,Retired,808,Nedbank,Musgrave
CUS15969,Cassandra,Contreras,9010057180,1960-12-07,M,cassandra.contreras@gmail.com,+270648945048,Northern Cape,Johannesburg,7002,0-100K,Self-employed,783,ABSA,Sandton
CUS10028,Kristin,Wood,8003267088,1989-12-26,F,kristin.wood@gmail.com,+270839910998,Gauteng,Gqeberha,4785,250K-500K,Student,515,Standard Bank,Brooklyn
CUS64048,Andrea,Mitchell,6408246087,1999-08-22,M,andrea.mitchell@gmail.com,+270827846473,North West,Mbombela,9872,1M+,Retired,514,Discovery Bank,Sea Point
CUS17729,John,Murphy,6005123189,1970-10-26,F,john.murphy@outlook.com,+270651394949,Gauteng,Cape Town,9382,250K-500K,Self-employed,517,Discovery Bank,Ballito
CUS91448,Emily,Dudley,6706037089,1985-04-17,F,emily.dudley@gmail.com,+270717531382,KwaZulu-Natal,Durban,5810,0-100K,Self-employed,521,Nedbank,Rivonia
CUS19092,Crystal,Lewis,6407091082,1999-08-29,M,crystal.lewis@gmail.com,+270631743619,Gauteng,Polokwane,6310,1M+,Student,320,TymeBank,Digital
CUS33702,Anthony,Chang,7801225183,1964-09-23,M,anthony.chang@outlook.com,+270661766712,North West,Mbombela,4147,100K-250K,Retired,555,Nedbank,Rivonia
CUS98073,Richard,Harris,8804235187,1998-11-27,F,richard.harris@gmail.com,+270685870625,KwaZulu-Natal,Gqeberha,5670,100K-250K,Employed,694,ABSA,Sandton
CUS49701,Abigail,Meza,8010212085,2002-07-04,M,abigail.meza@outlook.com,+270844030979,Free State,Johannesburg,5663,500K-1M,Self-employed,802,FNB,Tyger Valley
CUS45564,Michelle,Harris,7912237182,1944-11-19,M,michelle.harris@yahoo.com,+270791688418,KwaZulu-Natal,Bloemfontein,8427,0-100K,Student,845,Capitec,Pinetown
CUS55893,Christopher,Weber,9611276086,1967-10-26,M,christopher.weber@yahoo.com,+270675765836,Eastern Cape,Polokwane,6802,1M+,Employed,365,Capitec,Pinetown
