account_id,customer_id,bank_name,branch_name,bank_code,swift_code,account_type,opening_date,balance,status,interest_rate,currency
ACC499692,CUS81936,Standard Bank,Rosebank,051001,SBZAZAJJ,Home Loan,2023-12-20,224144.77,Active,8.43,ZAR
ACC233270,CUS81936,Standard Bank,Rosebank,051001,SBZAZAJJ,Investment,2020-09-17,662094.55,Active,7.01,ZAR
ACC252475,CUS17168,Nedbank,V&A Waterfront,198765,NEDSZAJJ,Savings,2020-12-22,429971.53,Active,6.65,ZAR
ACC480760,CUS17168,FNB,Gateway,250655,FIRNZAJJ,Home Loan,2023-01-24,568292.24,Active,4.67,ZAR
ACC988444,CUS55410,Nedbank,Musgrave,198765,NEDSZAJJ,Current,2024-07-13,77593.09,Active,3.97,ZAR
ACC485734,CUS39647,FNB,Fourways,250655,FIRNZAJJ,Investment,2021-08-03,621295.56,Closed,4.77,ZAR
ACC752921,CUS39647,ABSA,Cape Town CBD,632005,ABSAZAJJ,Investment,2024-03-02,258831.09,Dormant,11.15,ZAR
ACC773529,CUS18937,Standard Bank,Umhlanga,051001,SBZAZAJJ,Credit Card,2024-07-18,527562.83,Active,9.34,ZAR
ACC127178,CUS18937,ABSA,Cape Town CBD,632005,ABSAZAJJ,Savings,2020-03-25,325090.06,Dormant,11.95,ZAR
ACC145640,CUS60473,Standard Bank,Rosebank,051001,SBZAZAJJ,Savings,2022-10-25,130082.97,Active,6.85,ZAR
ACC223471,CUS60473,TymeBank,Digital,678910,TYMEZAJJ,Savings,2024-02-28,954098.2,Active,6.5,ZAR
ACC410038,CUS60473,Capitec,Claremont,470010,CABLZAJJ,Credit Card,2022-06-27,83899.84,Closed,3.88,ZAR
ACC259188,CUS74760,Standard Bank,Rosebank,051001,SBZAZAJJ,Home Loan,2023-04-02,354990.43,Active,6.2,ZAR
ACC212775,CUS74760,ABSA,Pretoria Central,632005,ABSAZAJJ,Home Loan,2024-11-19,848998.4,Dormant,5.51,ZAR
ACC764126,CUS39324,ABSA,Pretoria Central,632005,ABSAZAJJ,Home Loan,2020-11-28,285571.0,Active,9.42,ZAR
ACC252502,CUS77660,TymeBank,Digital,678910,TYMEZAJJ,Credit Card,2021-12-06,677958.76,Closed,5.3,ZAR
ACC352368,CUS77660,Standard Bank,Brooklyn,051001,SBZAZAJJ,Credit Card,2022-10-24,130801.48,Dormant,9.47,ZAR
ACC575169,CUS77660,TymeBank,Digital,678910,TYMEZAJJ,Home Loan,2021-05-17,997676.12,Closed,6.52,ZAR
ACC379894,CUS77660,TymeBank,Digital,678910,TYMEZAJJ,Savings,2024-05-05,169200.3,Active,8.42,ZAR
ACC104493,CUS22603,ABSA,Cape Town CBD,632005,ABSAZAJJ,Credit Card,2020-02-04,441529.77,Dormant,6.59,ZAR
ACC109559,CUS76542,ABSA,Pretoria Central,632005,ABSAZAJJ,Credit Card,2020-11-18,516418.11,Closed,8.86,ZAR
ACC918509,CUS76542,Nedbank,Musgrave,198765,NEDSZAJJ,Savings,2020-11-22,137534.08,Active,4.22,ZAR
ACC503414,CUS30520,Nedbank,Hatfield,198765,NEDSZAJJ,Current,2023-10-05,539554.13,Dormant,4.37,ZAR
ACC588012,CUS99478,FNB,Tyger Valley,250655,FIRNZAJJ,Home Loan,2023-02-16,76920.16,Active,9.61,ZAR
ACC443733,CUS35834,Capitec,Claremont,470010,CABLZAJJ,Home Loan,2020-07-18,470909.75,Closed,6.23,ZAR
ACC977735,CUS35834,Discovery Bank,Sea Point,679000,DISCJJ,Investment,2021-01-01,185728.95,Dormant,9.52,ZAR
ACC258594,CUS35834,Nedbank,Musgrave,198765,NEDSZAJJ,Investment,2021-07-06,463927.95,Active,8.77,ZAR
ACC807357,CUS52053,FNB,Fourways,250655,FIRNZAJJ,Savings,2022-08-27,720638.68,Active,10.57,ZAR
ACC686578,CUS35606,TymeBank,Digital,678910,TYMEZAJJ,Credit Card,2021-10-19,515365.16,Closed,8.84,ZAR
ACC968930,CUS35606,Discovery Bank,Lynnwood,679000,DISCJJ,Investment,2021-05-17,94928.22,Closed,11.48,ZAR
ACC694166,CUS87798,FNB,Fourways,250655,FIRNZAJJ,Current,2020-06-09,104921.9,Active,10.66,ZAR
ACC970083,CUS87798,TymeBank,Digital,678910,TYMEZAJJ,Current,2021-05-09,90972.61,Active,7.45,ZAR
ACC310737,CUS87798,Standard Bank,Century City,051001,SBZAZAJJ,Credit Card,2020-01-13,176447.99,Active,6.38,ZAR
ACC714307,CUS96415,Capitec,Claremont,470010,CABLZAJJ,Investment,2021-06-11,549128.94,Active,10.82,ZAR
ACC212742,CUS30448,TymeBank,Digital,678910,TYMEZAJJ,Investment,2020-06-29,169663.53,Active,5.88,ZAR
ACC986833,CUS30448,FNB,Tyger Valley,250655,FIRNZAJJ,Credit Card,2022-02-15,911141.04,Dormant,6.53,ZAR
ACC659910,CUS30448,ABSA,Durban Central,632005,ABSAZAJJ,Current,2022-06-21,275974.78,Active,10.02,ZAR
ACC175711,CUS30448,Standard Bank,Century City,051001,SBZAZAJJ,Credit Card,2022-05-22,18182.01,Active,6.64,ZAR
ACC299541,CUS89458,Standard Bank,Umhlanga,051001,SBZAZAJJ,Savings,2024-08-15,871169.85,Active,10.57,ZAR
ACC366780,CUS89458,Nedbank,Musgrave,198765,NEDSZAJJ,Current,2020-04-08,573008.29,Active,9.55,ZAR
ACC336809,CUS89458,Capitec,Claremont,470010,CABLZAJJ,Savings,2021-05-10,282926.51,Active,3.64,ZAR
ACC603839,CUS75832,Capitec,Claremont,470010,CABLZAJJ,Investment,2022-03-31,50918.1,Active,5.33,ZAR
ACC346380,CUS75832,Nedbank,Musgrave,198765,NEDSZAJJ,Investment,2021-01-01,669422.1,Active,10.08,ZAR
ACC566809,CUS75832,Nedbank,Musgrave,198765,NEDSZAJJ,Current,2023-03-08,594334.03,Active,4.39,ZAR
ACC919445,CUS75832,Discovery Bank,Sandton,679000,DISCJJ,Home Loan,2021-04-30,87759.34,Active,5.29,ZAR
ACC317051,CUS28879,ABSA,Pretoria Central,632005,ABSAZAJJ,Investment,2021-06-21,814148.29,Closed,11.97,ZAR
ACC402283,CUS28879,Nedbank,Rivonia,198765,NEDSZAJJ,Current,2024-03-31,977409.26,Active,6.21,ZAR
ACC500030,CUS28879,Standard Bank,Umhlanga,051001,SBZAZAJJ,Investment,2024-07-05,892292.7,Active,6.65,ZAR
ACC734988,CUS18682,Discovery Bank,Sandton,679000,DISCJJ,Current,2020-11-29,215114.12,Dormant,9.25,ZAR
ACC831484,CUS18682,Nedbank,Rivonia,198765,NEDSZAJJ,Investment,2022-02-05,306654.34,Active,7.4,ZAR
ACC404768,CUS18682,Standard Bank,Umhlanga,051001,SBZAZAJJ,Savings,2022-12-12,699077.55,Active,8.95,ZAR
ACC942347,CUS80013,Capitec,Centurion,470010,CABLZAJJ,Home Loan,2020-05-29,219299.43,Closed,9.86,ZAR
ACC508519,CUS66123,Nedbank,Hatfield,198765,NEDSZAJJ,Home Loan,2024-06-05,645836.22,Active,9.0,ZAR
ACC522944,CUS81275,TymeBank,Digital,678910,TYMEZAJJ,Savings,2024-02-13,276618.78,Active,7.39,ZAR
ACC360090,CUS41522,Standard Bank,Century City,051001,SBZAZAJJ,Current,2021-12-04,8951.97,Active,11.11,ZAR
ACC987337,CUS41522,TymeBank,Digital,678910,TYMEZAJJ,Investment,2022-11-10,837287.97,Active,4.32,ZAR
ACC241722,CUS41522,FNB,Menlyn,250655,FIRNZAJJ,Investment,2020-06-24,67790.28,Active,11.33,ZAR
ACC620238,CUS72624,TymeBank,Digital,678910,TYMEZAJJ,Home Loan,2022-10-31,322456.25,Dormant,4.95,ZAR
ACC187701,CUS72624,Discovery Bank,Sea Point,679000,DISCJJ,Current,2022-10-07,354926.16,Active,8.42,ZAR
ACC471496,CUS49636,Capitec,Centurion,470010,CABLZAJJ,Home Loan,2023-05-12,676870.88,Active,9.4,ZAR
ACC250484,CUS49636,FNB,Menlyn,250655,FIRNZAJJ,Savings,2023-09-20,552967.86,Active,10.16,ZAR
ACC689541,CUS49636,Nedbank,Rivonia,198765,NEDSZAJJ,Investment,2024-09-02,766621.51,Active,8.6,ZAR
ACC783696,CUS57139,Standard Bank,Century City,051001,SBZAZAJJ,Current,2023-12-23,745038.88,Dormant,10.11,ZAR
ACC495723,CUS56090,TymeBank,Digital,678910,TYMEZAJJ,Home Loan,2024-09-16,158141.72,Active,4.8,ZAR
ACC994735,CUS56090,TymeBank,Digital,678910,TYMEZAJJ,Credit Card,2024-05-09,498992.29,Active,8.75,ZAR
ACC881269,CUS56090,Capitec,Pinetown,470010,CABLZAJJ,Savings,2021-12-18,477078.12,Closed,11.26,ZAR
ACC236179,CUS53321,Capitec,Claremont,470010,CABLZAJJ,Home Loan,2021-11-28,852911.22,Active,9.74,ZAR
ACC242232,CUS53321,TymeBank,Digital,678910,TYMEZAJJ,Credit Card,2022-11-16,713330.8,Dormant,9.04,ZAR
ACC356244,CUS39582,FNB,Tyger Valley,250655,FIRNZAJJ,Savings,2023-08-31,772548.84,Active,8.45,ZAR
ACC909513,CUS39582,Nedbank,Musgrave,198765,NEDSZAJJ,Savings,2024-07-20,259676.82,Closed,11.19,ZAR
ACC480586,CUS39582,Nedbank,V&A Waterfront,198765,NEDSZAJJ,Savings,2024-06-09,143896.26,Active,11.41,ZAR
ACC551807,CUS39582,Nedbank,Musgrave,198765,NEDSZAJJ,Savings,2024-10-10,296326.74,Active,3.99,ZAR
ACC864952,CUS33639,FNB,Tyger Valley,250655,FIRNZAJJ,Credit Card,2024-10-17,552281.82,Active,6.85,ZAR
ACC196475,CUS57864,ABSA,Durban Central,632005,ABSAZAJJ,Savings,2022-03-08,397569.78,Active,8.51,ZAR
ACC240914,CUS46437,ABSA,Sandton,632005,ABSAZAJJ,Investment,2022-05-21,747000.97,Dormant,10.15,ZAR
ACC112339,CUS48088,Discovery Bank,Sea Point,679000,DISCJJ,Savings,2022-07-03,657910.94,Dormant,6.48,ZAR
ACC847202,CUS48088,Standard Bank,Rosebank,051001,SBZAZAJJ,Current,2021-08-08,978806.8,Dormant,11.42,ZAR
ACC345867,CUS64670,TymeBank,Digital,678910,TYMEZAJJ,Current,2024-04-08,872190.14,Active,10.27,ZAR
ACC834966,CUS64670,Discovery Bank,Sandton,679000,DISCJJ,Savings,2024-06-08,174106.17,Closed,4.06,ZAR
ACC732108,CUS27584,Capitec,Claremont,470010,CABLZAJJ,Credit Card,2021-03-25,680702.07,Active,5.1,ZAR
ACC309859,CUS27584,Capitec,Centurion,470010,CABLZAJJ,Investment,2024-02-07,772601.66,Active,8.05,ZAR
ACC711148,CUS27584,Capitec,Claremont,470010,CABLZAJJ,Credit Card,2020-12-04,786614.0,Closed,3.96,ZAR
ACC439107,CUS27584,TymeBank,Digital,678910,TYMEZAJJ,Home Loan,2023-09-15,931827.11,Closed,9.83,ZAR
ACC461443,CUS56907,Standard Bank,Brooklyn,051001,SBZAZAJJ,Home Loan,2021-12-27,222500.88,Closed,6.6,ZAR
ACC427092,CUS12618,ABSA,Pretoria Central,632005,ABSAZAJJ,Credit Card,2020-06-02,53564.17,Active,8.93,ZAR
ACC448786,CUS12618,TymeBank,Digital,678910,TYMEZAJJ,Investment,2022-11-04,479355.87,Active,5.08,ZAR
ACC638392,CUS12618,FNB,Gateway,250655,FIRNZAJJ,Credit Card,2020-09-29,330073.24,Dormant,8.46,ZAR
ACC429159,CUS12618,Nedbank,Hatfield,198765,NEDSZAJJ,Investment,2021-08-10,429058.42,Active,9.47,ZAR
ACC957383,CUS10095,TymeBank,Digital,678910,TYMEZAJJ,Home Loan,2022-10-10,884145.57,Active,8.66,ZAR
ACC545262,CUS10095,ABSA,Pretoria Central,632005,ABSAZAJJ,Savings,2023-07-29,904447.13,Active,3.64,ZAR
ACC254374,CUS10095,Capitec,Claremont,470010,CABLZAJJ,Home Loan,2020-11-10,262844.31,Closed,4.28,ZAR
ACC415057,CUS10095,Nedbank,Hatfield,198765,NEDSZAJJ,Investment,2020-04-10,278330.85,Active,10.25,ZAR
ACC356223,CUS10190,Nedbank,Hatfield,198765,NEDSZAJJ,Current,2021-03-13,82176.35,Dormant,11.74,ZAR
ACC758182,CUS10190,FNB,Fourways,250655,FIRNZAJJ,Credit Card,2024-03-18,649561.95,Dormant,4.77,ZAR
ACC521430,CUS10190,Standard Bank,Umhlanga,051001,SBZAZAJJ,Investment,2023-12-31,313032.55,Active,3.79,ZAR
ACC810699,CUS38538,Capitec,Centurion,470010,CABLZAJJ,Savings,2020-07-03,948655.32,Active,10.12,ZAR
ACC853266,CUS70989,FNB,Gateway,250655,FIRNZAJJ,Savings,2022-03-20,786657.79,Active,10.58,ZAR
ACC604506,CUS70989,Capitec,Centurion,470010,CABLZAJJ,Investment,2020-12-31,208162.96,Active,10.6,ZAR
ACC829702,CUS39588,Capitec,Pinetown,470010,CABLZAJJ,Credit Card,2021-11-08,773540.06,Active,5.92,ZAR
ACC205259,CUS32950,Standard Bank,Rosebank,051001,SBZAZAJJ,Savings,2021-09-11,255071.51,Closed,8.88,ZAR
ACC699854,CUS32950,Capitec,Centurion,470010,CABLZAJJ,Credit Card,2022-08-07,943583.83,Closed,8.24,ZAR
ACC309748,CUS32950,Standard Bank,Brooklyn,051001,SBZAZAJJ,Investment,2023-03-05,26263.59,Active,10.15,ZAR
ACC189853,CUS32950,TymeBank,Digital,678910,TYMEZAJJ,Home Loan,2023-06-21,56236.24,Active,6.14,ZAR
ACC785257,CUS76671,Nedbank,Rivonia,198765,NEDSZAJJ,Home Loan,2021-10-10,184651.87,Dormant,7.96,ZAR
ACC565963,CUS76671,Capitec,Pinetown,470010,CABLZAJJ,Savings,2020-10-24,782272.97,Dormant,6.6,ZAR
ACC657848,CUS76671,Capitec,Centurion,470010,CABLZAJJ,Investment,2022-08-31,710508.96,Dormant,11.41,ZAR
ACC939454,CUS76671,Capitec,Midrand,470010,CABLZAJJ,Current,2021-11-13,952577.05,Active,4.66,ZAR
ACC378255,CUS18393,Discovery Bank,Ballito,679000,DISCJJ,Savings,2022-07-15,42541.95,Closed,6.15,ZAR
ACC822114,CUS18393,Standard Bank,Brooklyn,051001,SBZAZAJJ,Savings,2021-05-10,870997.35,Active,6.19,ZAR
ACC642946,CUS91841,Nedbank,V&A Waterfront,198765,NEDSZAJJ,Investment,2022-06-01,242645.8,Active,4.52,ZAR
ACC933712,CUS91841,ABSA,Pretoria Central,632005,ABSAZAJJ,Credit Card,2022-11-05,188632.04,Active,3.75,ZAR
ACC158054,CUS91841,Discovery Bank,Sandton,679000,DISCJJ,Current,2020-05-26,260738.39,Active,10.95,ZAR
ACC992191,CUS42164,TymeBank,Digital,678910,TYMEZAJJ,Home Loan,2021-11-22,305563.95,Closed,3.53,ZAR
ACC321082,CUS42164,TymeBank,Digital,678910,TYMEZAJJ,Home Loan,2021-04-26,781613.7,Closed,5.25,ZAR
ACC889569,CUS52377,FNB,Tyger Valley,250655,FIRNZAJJ,Home Loan,2022-02-12,524464.22,Active,7.45,ZAR
ACC347031,CUS52377,Nedbank,Musgrave,198765,NEDSZAJJ,Current,2023-09-19,417519.1,Active,9.61,ZAR
ACC641121,CUS52377,TymeBank,Digital,678910,TYMEZAJJ,Investment,2024-07-29,334909.28,Active,11.32,ZAR
ACC703226,CUS74466,Nedbank,Hatfield,198765,NEDSZAJJ,Current,2024-04-30,240115.94,Dormant,5.78,ZAR
ACC610647,CUS74466,Standard Bank,Umhlanga,051001,SBZAZAJJ,Savings,2024-02-12,283764.67,Active,8.07,ZAR
ACC923596,CUS74466,Discovery Bank,Sandton,679000,DISCJJ,Savings,2022-11-02,736536.34,Active,9.46,ZAR
ACC220193,CUS78117,Capitec,Midrand,470010,CABLZAJJ,Investment,2020-06-16,975780.22,Closed,6.48,ZAR
ACC109415,CUS78117,Nedbank,Musgrave,198765,NEDSZAJJ,Credit Card,2021-06-27,445469.84,Active,8.13,ZAR
ACC423022,CUS78117,Capitec,Midrand,470010,CABLZAJJ,Credit Card,2021-02-18,637087.77,Closed,3.89,ZAR
ACC965068,CUS53630,FNB,Tyger Valley,250655,FIRNZAJJ,Current,2024-07-14,529696.61,Active,4.83,ZAR
ACC417755,CUS53630,Standard Bank,Brooklyn,051001,SBZAZAJJ,Current,2023-03-09,914730.58,Dormant,11.74,ZAR
ACC335123,CUS24606,Standard Bank,Rosebank,051001,SBZAZAJJ,Investment,2020-05-10,533962.98,Closed,11.99,ZAR
ACC570262,CUS46697,Nedbank,Musgrave,198765,NEDSZAJJ,Current,2024-11-10,569715.58,Active,7.35,ZAR
ACC970965,CUS53993,TymeBank,Digital,678910,TYMEZAJJ,Investment,2022-03-13,243956.85,Closed,8.9,ZAR
ACC830138,CUS53993,Standard Bank,Rosebank,051001,SBZAZAJJ,Current,2024-03-04,989375.68,Dormant,6.45,ZAR
ACC316409,CUS53993,Discovery Bank,Lynnwood,679000,DISCJJ,Savings,2023-07-07,49545.29,Closed,10.7,ZAR
ACC968827,CUS53993,Standard Bank,Brooklyn,051001,SBZAZAJJ,Current,2024-01-02,215061.18,Active,7.72,ZAR
ACC175600,CUS19371,Capitec,Centurion,470010,CABLZAJJ,Savings,2022-10-23,569020.14,Active,4.57,ZAR
ACC188988,CUS48502,ABSA,Durban Central,632005,ABSAZAJJ,Current,2020-11-26,531500.39,Dormant,11.43,ZAR
ACC419589,CUS76916,Capitec,Claremont,470010,CABLZAJJ,Home Loan,2021-12-10,825901.73,Active,10.08,ZAR
ACC226409,CUS22144,Capitec,Pinetown,470010,CABLZAJJ,Home Loan,2021-09-29,475518.54,Active,10.23,ZAR
ACC907455,CUS22144,ABSA,Durban Central,632005,ABSAZAJJ,Savings,2022-02-03,659271.7,Active,4.36,ZAR
ACC563371,CUS49934,ABSA,Durban Central,632005,ABSAZAJJ,Current,2023-02-09,702106.22,Active,4.14,ZAR
ACC430941,CUS49934,Discovery Bank,Lynnwood,679000,DISCJJ,Credit Card,2021-02-22,442904.34,Active,5.32,ZAR
ACC698853,CUS70969,Discovery Bank,Sea Point,679000,DISCJJ,Home Loan,2022-08-19,241702.45,Active,8.06,ZAR
ACC857954,CUS70969,Discovery Bank,Ballito,679000,DISCJJ,Savings,2020-06-18,557022.07,Dormant,8.18,ZAR
ACC481649,CUS70969,Standard Bank,Brooklyn,051001,SBZAZAJJ,Home Loan,2020-11-05,644591.56,Closed,8.71,ZAR
ACC890225,CUS59999,Discovery Bank,Sea Point,679000,DISCJJ,Credit Card,2020-04-02,571177.66,Active,7.32,ZAR
ACC854567,CUS59999,TymeBank,Digital,678910,TYMEZAJJ,Current,2022-11-06,987095.81,Active,7.83,ZAR
ACC785036,CUS59999,TymeBank,Digital,678910,TYMEZAJJ,Credit Card,2020-08-23,21885.68,Active,7.52,ZAR
ACC750280,CUS59999,Capitec,Claremont,470010,CABLZAJJ,Current,2021-08-27,814766.46,Active,9.38,ZAR
ACC846728,CUS45057,Discovery Bank,Sea Point,679000,DISCJJ,Credit Card,2022-06-28,790178.96,Dormant,11.59,ZAR
ACC497690,CUS45057,Nedbank,Rivonia,198765,NEDSZAJJ,Home Loan,2021-09-05,997557.48,Dormant,8.3,ZAR
ACC437388,CUS45057,Capitec,Centurion,470010,CABLZAJJ,Home Loan,2021-02-05,440297.53,Dormant,5.95,ZAR
ACC206234,CUS37155,Capitec,Claremont,470010,CABLZAJJ,Savings,2024-06-01,53899.08,Closed,11.3,ZAR
ACC820687,CUS50499,Capitec,Claremont,470010,CABLZAJJ,Investment,2024-09-28,424150.96,Active,9.34,ZAR
ACC765140,CUS21333,Capitec,Pinetown,470010,CABLZAJJ,Savings,2021-01-05,27077.56,Active,10.1,ZAR
ACC149853,CUS21333,Discovery Bank,Lynnwood,679000,DISCJJ,Investment,2021-11-20,506792.81,Active,11.02,ZAR
ACC834879,CUS21333,Standard Bank,Brooklyn,051001,SBZAZAJJ,Investment,2023-11-20,423524.45,Active,9.28,ZAR
ACC216639,CUS21333,Nedbank,V&A Waterfront,198765,NEDSZAJJ,Credit Card,2022-08-24,915698.45,Active,5.55,ZAR
ACC409359,CUS63426,ABSA,Durban Central,632005,ABSAZAJJ,Credit Card,2023-09-14,793590.29,Active,9.01,ZAR
ACC525886,CUS63426,FNB,Fourways,250655,FIRNZAJJ,Investment,2020-12-22,590806.51,Active,5.92,ZAR
ACC420992,CUS63426,Capitec,Midrand,470010,CABLZAJJ,Current,2024-03-13,181624.96,Closed,9.96,ZAR
ACC118499,CUS63426,Nedbank,Musgrave,198765,NEDSZAJJ,Current,2024-04-17,152746.42,Dormant,10.01,ZAR
ACC632748,CUS76971,Nedbank,Hatfield,198765,NEDSZAJJ,Current,2023-05-19,652128.31,Active,11.2,ZAR
ACC499300,CUS76971,FNB,Gateway,250655,FIRNZAJJ,Investment,2022-09-04,970396.9,Active,10.92,ZAR
ACC422620,CUS76971,TymeBank,Digital,678910,TYMEZAJJ,Investment,2020-04-07,425363.07,Active,3.9,ZAR
ACC591618,CUS25049,ABSA,Pretoria Central,632005,ABSAZAJJ,Investment,2020-09-09,358685.28,Dormant,10.2,ZAR
ACC205851,CUS25049,Nedbank,Musgrave,198765,NEDSZAJJ,Current,2021-08-17,521277.98,Active,5.71,ZAR
ACC984162,CUS25049,Nedbank,V&A Waterfront,198765,NEDSZAJJ,Current,2021-04-04,257265.18,Dormant,11.93,ZAR
ACC616862,CUS25049,ABSA,Durban Central,632005,ABSAZAJJ,Home Loan,2021-03-10,418200.73,Dormant,7.0,ZAR
ACC552035,CUS49777,Nedbank,Musgrave,198765,NEDSZAJJ,Current,2021-11-11,323009.6,Active,5.3,ZAR
ACC821113,CUS25581,Nedbank,Hatfield,198765,NEDSZAJJ,Investment,2022-02-07,662495.32,Active,5.05,ZAR
ACC887076,CUS25581,TymeBank,Digital,678910,TYMEZAJJ,Home Loan,2020-01-02,745896.19,Active,6.85,ZAR
ACC431498,CUS70458,Nedbank,V&A Waterfront,198765,NEDSZAJJ,Credit Card,2023-09-08,58315.08,Closed,5.92,ZAR
ACC874114,CUS70458,TymeBank,Digital,678910,TYMEZAJJ,Current,2022-04-08,718935.37,Dormant,10.65,ZAR
ACC270639,CUS70458,TymeBank,Digital,678910,TYMEZAJJ,Savings,2024-09-07,495270.71,Active,8.85,ZAR
ACC648293,CUS61888,Standard Bank,Century City,051001,SBZAZAJJ,Investment,2021-05-09,359005.09,Dormant,8.56,ZAR
ACC671683,CUS61888,Standard Bank,Century City,051001,SBZAZAJJ,Current,2021-01-16,594570.61,Closed,6.03,ZAR
ACC970687,CUS61888,Standard Bank,Century City,051001,SBZAZAJJ,Home Loan,2024-01-18,44138.05,Dormant,8.07,ZAR
ACC763091,CUS35846,Capitec,Midrand,470010,CABLZAJJ,Investment,2022-04-21,986630.7,Dormant,10.94,ZAR
ACC814590,CUS46997,Discovery Bank,Sandton,679000,DISCJJ,Current,2023-02-15,77062.68,Active,11.75,ZAR
ACC906165,CUS46997,Discovery Bank,Sea Point,679000,DISCJJ,Investment,2022-12-04,573818.03,Active,11.95,ZAR
ACC319875,CUS77787,Nedbank,Musgrave,198765,NEDSZAJJ,Credit Card,2024-01-11,255126.15,Active,6.52,ZAR
ACC670048,CUS77787,Capitec,Claremont,470010,CABLZAJJ,Current,2022-08-11,142559.98,Closed,5.15,ZAR
ACC717187,CUS79868,Discovery Bank,Sea Point,679000,DISCJJ,Savings,2023-03-25,449200.99,Active,8.68,ZAR
ACC707051,CUS79868,Discovery Bank,Sandton,679000,DISCJJ,Credit Card,2022-07-05,502677.22,Closed,7.82,ZAR
ACC304980,CUS95114,TymeBank,Digital,678910,TYMEZAJJ,Home Loan,2023-11-25,62535.63,Active,8.36,ZAR
ACC476452,CUS95114,Nedbank,V&A Waterfront,198765,NEDSZAJJ,Current,2022-03-13,205479.11,Dormant,6.49,ZAR
ACC729943,CUS99761,Nedbank,Hatfield,198765,NEDSZAJJ,Home Loan,2024-11-11,917625.16,Active,5.89,ZAR
ACC627850,CUS44870,Nedbank,Rivonia,198765,NEDSZAJJ,Current,2024-08-09,851087.82,Closed,5.79,ZAR
ACC600523,CUS35996,ABSA,Sandton,632005,ABSAZAJJ,Credit Card,2021-02-17,337582.99,Closed,11.02,ZAR
ACC433590,CUS64042,Nedbank,V&A Waterfront,198765,NEDSZAJJ,Investment,2021-08-09,56414.17,Active,8.31,ZAR
ACC758495,CUS64042,ABSA,Sandton,632005,ABSAZAJJ,Home Loan,2024-03-05,922629.02,Active,9.8,ZAR
ACC365436,CUS22374,FNB,Menlyn,250655,FIRNZAJJ,Home Loan,2024-04-14,520443.36,Active,5.37,ZAR
ACC526824,CUS22374,Capitec,Midrand,470010,CABLZAJJ,Home Loan,2021-10-07,119909.79,Closed,7.82,ZAR
ACC929380,CUS76342,Nedbank,Musgrave,198765,NEDSZAJJ,Current,2020-06-26,974069.27,Dormant,11.02,ZAR
ACC165968,CUS76342,ABSA,Durban Central,632005,ABSAZAJJ,Home Loan,2023-10-24,352123.95,Active,4.84,ZAR
ACC256025,CUS76342,Nedbank,Rivonia,198765,NEDSZAJJ,Home Loan,2020-08-30,344000.71,Closed,6.73,ZAR
ACC926380,CUS15914,Standard Bank,Century City,051001,SBZAZAJJ,Investment,2020-03-09,150418.93,Active,7.86,ZAR
ACC112770,CUS15914,TymeBank,Digital,678910,TYMEZAJJ,Investment,2021-10-13,281809.88,Closed,9.89,ZAR
ACC147178,CUS39220,Nedbank,Hatfield,198765,NEDSZAJJ,Investment,2023-12-14,39491.02,Active,8.87,ZAR
ACC404589,CUS39220,Capitec,Centurion,470010,CABLZAJJ,Credit Card,2021-09-19,754901.69,Closed,5.98,ZAR
ACC840914,CUS39220,TymeBank,Digital,678910,TYMEZAJJ,Savings,2021-06-02,304087.72,Active,8.43,ZAR
ACC392452,CUS90640,Nedbank,Musgrave,198765,NEDSZAJJ,Investment,2020-12-27,16774.13,Closed,11.78,ZAR
ACC937200,CUS90640,Capitec,Claremont,470010,CABLZAJJ,Savings,2022-08-03,405939.9,Active,4.82,ZAR
ACC649265,CUS90640,Discovery Bank,Sea Point,679000,DISCJJ,Credit Card,2021-11-30,243836.2,Closed,4.66,ZAR
ACC752174,CUS27355,Nedbank,Rivonia,198765,NEDSZAJJ,Credit Card,2020-11-22,677596.13,Active,11.94,ZAR
ACC620185,CUS94788,FNB,Tyger Valley,250655,FIRNZAJJ,Savings,2022-09-15,543615.87,Dormant,8.91,ZAR
ACC165943,CUS94788,ABSA,Sandton,632005,ABSAZAJJ,Current,2020-05-13,259068.48,Dormant,7.78,ZAR
ACC989582,CUS94788,FNB,Tyger Valley,250655,FIRNZAJJ,Investment,2024-02-03,138586.56,Active,6.98,ZAR
ACC114119,CUS68109,TymeBank,Digital,678910,TYMEZAJJ,Current,2023-06-04,999467.55,Closed,11.54,ZAR
ACC945499,CUS51047,FNB,Tyger Valley,250655,FIRNZAJJ,Investment,2022-10-13,643492.47,Closed,10.51,ZAR
ACC662335,CUS51047,Nedbank,Hatfield,198765,NEDSZAJJ,Home Loan,2023-12-16,21451.16,Active,7.54,ZAR
ACC409106,CUS57258,FNB,Gateway,250655,FIRNZAJJ,Savings,2022-11-22,232143.82,Closed,10.6,ZAR
ACC524702,CUS57258,Discovery Bank,Sandton,679000,DISCJJ,Home Loan,2022-04-06,939059.83,Active,5.0,ZAR
ACC231685,CUS27869,Nedbank,Musgrave,198765,NEDSZAJJ,Investment,2023-12-18,286395.49,Active,4.77,ZAR
ACC122126,CUS27869,Capitec,Claremont,470010,CABLZAJJ,Current,2020-08-23,395098.56,Active,8.54,ZAR
ACC651127,CUS60108,TymeBank,Digital,678910,TYMEZAJJ,Investment,2022-10-26,805937.44,Active,8.8,ZAR
